title_id,name,promotion,active,names,rating,votes
2227,King Of FREEDOM World Tag Team Championship,602,True,"King Of FREEDOM World Tag Team Championship,King Of FREEDOM Tag Team Championship,",8.0,1.0
4658,Pan-Afrikan World Diaspora Wrestling World Championship,2762,True,"Pan-Afrikan World Diaspora Wrestling World Championship,Pan-Afrikan World Diaspora Wrestling Championship,",,
717,BJW Tag Team Championship,117,True,"BJW Tag Team Championship,",8.85,13.0
4040,IPW Junior Heavyweight   Championship,1468,False,"IPW Junior Heavyweight   Championship,",,
137,NWA World Television Championship,9,True,"NWA World Television Championship,NWA Television Championship,NWA Mid-Atlantic Television Championship,",7.68,19.0
199,World Class World Tag Team Championship,62,False,"World Class World Tag Team Championship,",,
3626,Pacific Coast Junior Heavyweight Championship,408,False,"Pacific Coast Junior Heavyweight Championship,",,
3571,PWR Tag Team    Championship,1779,True,"PWR Tag Team    Championship,",,
2675,AML Tag Team Championship,1428,True,"AML Tag Team Championship,",,
2,ECW World Television Championship,3,False,"ECW World Television Championship,ECW Television Championship,",7.9,41.0
6097,Tenryu Project United National Tag Team Championship,644,True,"Tenryu Project United National Tag Team Championship,",,
743,WCW Light Heavyweight Championship,2,False,"WCW Light Heavyweight Championship,WCW World Light Heavyweight Championship,",4.5,2.0
3200,ROH World Six Man Tag Team Championship,4,True,"ROH World Six Man Tag Team Championship,",5.93,30.0
5838,NWA Wildside Tag Team Championship,15,False,"NWA Wildside Tag Team Championship,NWA Georgia Tag Team  Championship,",,
1977,RevPro Undisputed British Tag Team Championship,962,True,"RevPro Undisputed British Tag Team Championship,RevPro British Tag Team Championship,",6.5,10.0
2212,FSW Women's Championship,440,True,"FSW Women's Championship,",,
5371,MLW Women's World Featherweight Championship,22,True,"MLW Women's World Featherweight Championship,",7.0,2.0
102,AAA Americas Championship,122,False,"AAA Americas Championship,AAA World Heavyweight  Championship,",,
1958,NWA FUW Women's Championship,768,False,"NWA FUW Women's Championship,",,
1557,NWA World Historic Light Heavyweight Championship,78,True,"NWA World Historic Light Heavyweight Championship,",,
315,Open The Brave Gate Championship,96,True,"Open The Brave Gate Championship,Open The Gamma Gate Championship,Open The Brave Gate Championship,",9.34,29.0
2699,ICW Women's World Championship,218,True,"ICW Women's World Championship,ICW Women's   Championship,",,
179,NWA Worlds Heavyweight Championship,160,True,"NWA Worlds Heavyweight Championship,NWA World Heavyweight Championship,",8.41,153.0
577,WEW Tag Team Championship,2165,True,"WEW Tag Team Championship,",,
1741,BJW World Strong Heavyweight Championship,117,True,"BJW World Strong Heavyweight Championship,",9.29,49.0
4392,AEW World Tag Team Championship,2287,True,"AEW World Tag Team Championship,",9.26,192.0
4994,Million Dollar Championship,1,False,"Million Dollar Championship,",5.54,13.0
521,UWF Heavyweight Championship,64,False,"UWF Heavyweight Championship,",9.0,2.0
1378,NWA Southern Tag Team Championship,2880,False,"NWA Southern Tag Team Championship,",,
2948,WrestlePro Tag Team Championship,1654,True,"WrestlePro Tag Team Championship,",,
1457,WCWA Texas Heavyweight Championship,9,False,"WCWA Texas Heavyweight Championship,NWA Texas Heavyweight Championship,Texas Heavyweight Championship,",,
5252,Internet Championship,,True,"Internet Championship,",7.67,3.0
21,All Asia Tag Team Championship,6,True,"All Asia Tag Team Championship,",6.53,15.0
92,CMLL World Light Heavyweight Championship,78,True,"CMLL World Light Heavyweight Championship,",,
234,WWF International Tag Team Championship,1,False,"WWF International Tag Team Championship,WWWF International Tag Team Championship,",4.5,2.0
1554,AAA World Trios Championship,122,True,"AAA World Trios Championship,",,
131,NWA National Heavyweight Championship,160,True,"NWA National Heavyweight Championship,",,
4642,Horror Slam Tag Team Championship,2544,True,"Horror Slam Tag Team Championship,",,
5043,Zona 23 Extremo Championship,2240,True,"Zona 23 Extremo Championship,",8.0,1.0
739,KO-D Openweight Championship,118,True,"KO-D Openweight Championship,",8.8,35.0
143,GHC Junior Heavyweight Tag Team Championship,8,True,"GHC Junior Heavyweight Tag Team Championship,",7.65,23.0
121,ROH World Championship,4,True,"ROH World Championship,ROH Championship,",9.25,327.0
787,UWF North American Championship,64,False,"UWF North American Championship,Mid-South North American Championship,NWA Tri-State North American Championship,",,
755,World Heavyweight    Championship,1,False,"World Heavyweight    Championship,WCW World Heavyweight Championship,",6.85,81.0
4227,MLW National Openweight Championship,22,True,"MLW National Openweight Championship,",7.0,1.0
4215,TNT Women's Championship,1530,True,"TNT Women's Championship,",,
1114,LPWA Championship,541,False,"LPWA Championship,",,
226,MLW World Tag Team Championship,22,True,"MLW World Tag Team Championship,MLW Global Tag Team Championship,",8.0,4.0
1196,Impact Knockouts Tag Team Championship,5,True,"Impact Knockouts Tag Team Championship,TNA Women's Knockout Tag Team Championship,",3.19,62.0
1576,Wonder Of Stardom Championship,745,True,"Wonder Of Stardom Championship,",9.63,59.0
526,Mexican National Cruiserweight Championship,,False,"Mexican National Cruiserweight Championship,",,
2827,RevPro Undisputed British Cruiserweight Championship,962,True,"RevPro Undisputed British Cruiserweight Championship,RevPro British Cruiserweight Championship,",9.0,9.0
5954,FUCK! U-30 Inter Natural Championship,3558,False,"FUCK! U-30 Inter Natural Championship,",,
2542,FSW No Limits Championship,1215,True,"FSW No Limits Championship,",,
650,Impact Knockouts World Championship,5,True,"Impact Knockouts World Championship,Impact Knockouts Championship,GFW Knockouts Championship,Impact Women's Knockout Championship,TNA Women's Knockout Championship,",7.93,105.0
1026,TNA King Of The Mountain Championship,5,False,"TNA King Of The Mountain Championship,TNA Television Championship,TNA Global Championship,TNA Legends Championship,",3.29,100.0
2037,SHINE Championship,940,True,"SHINE Championship,",8.25,8.0
801,WCW International World Heavyweight Championship,2,False,"WCW International World Heavyweight Championship,",9.57,7.0
198,World Class World Heavyweight Championship,62,False,"World Class World Heavyweight Championship,",8.0,3.0
1734,TWF World Women's Championship,153,False,"TWF World Women's Championship,",,
3154,UWF World Heavyweight Championship,300,False,"UWF World Heavyweight Championship,",,
478,UWA World Welterweight Championship,68,False,"UWA World Welterweight Championship,",,
4922,GCW Ultraviolent Championship,710,True,"GCW Ultraviolent Championship,",8.83,6.0
576,NWA World Light Heavyweight Championship,9,False,"NWA World Light Heavyweight Championship,",,
225,MLW Junior Heavyweight Championship,22,False,"MLW Junior Heavyweight Championship,",,
18,WWE Women's Championship,1,False,"WWE Women's Championship,World Women's Championship,WWE World Women's Championship,WWF World Women's Championship,",5.58,139.0
1555,AAA Latin America Championship,122,True,"AAA Latin America Championship,",7.0,1.0
803,PWF Heavyweight Championship,6,False,"PWF Heavyweight Championship,",,
788,Mid-South Louisiana Championship,64,False,"Mid-South Louisiana Championship,NWA Tri-State Louisiana Championship,NWA Gulf Coast Louisiana Championship,",,
4884,WWE NXT Women's Tag Team Championship,1,False,"WWE NXT Women's Tag Team Championship,",4.1,31.0
904,WWE Divas Championship,1,False,"WWE Divas Championship,Unified WWE Divas Championship,WWE Divas Championship,",2.6,187.0
5424,AEW International Championship,2287,True,"AEW International Championship,AEW All-Atlantic Championship,",7.51,79.0
180,NWA World Tag Team Championship,9,True,"NWA World Tag Team Championship,NWA/WCW Unified World Tag Team Championship,NWA World Tag Team Championship,",7.08,36.0
558,Impact World Tag Team Championship,5,True,"Impact World Tag Team Championship,GFW Tag Team  Championship,Impact World Tag Team Championship,TNA World Tag Team Championship,",7.2,113.0
210,JWP Openweight Championship,120,False,"JWP Openweight Championship,",,
1846,GAORA TV Championship,6,True,"GAORA TV Championship,",6.0,2.0
1894,Artist Of Stardom Championship,745,True,"Artist Of Stardom Championship,",7.82,17.0
969,NWA Pacific Northwest Tag Team Championship,9,False,"NWA Pacific Northwest Tag Team Championship,",,
1200,Occidente Light Heavyweight Championship,78,True,"Occidente Light Heavyweight Championship,",,
2673,GFW NEXGEN Championship,1303,False,"GFW NEXGEN Championship,",7.0,7.0
5691,IWGP Women's Championship,745,True,"IWGP Women's Championship,",7.0,3.0
4938,NJPW STRONG Openweight Championship,7,True,"NJPW STRONG Openweight Championship,",6.15,26.0
525,Mexican National Tag Team Championship,78,True,"Mexican National Tag Team Championship,",,
1789,WWE NXT Championship,1,True,"WWE NXT Championship,",9.15,320.0
741,DDT Extreme Championship,118,True,"DDT Extreme Championship,",9.21,19.0
345,NWA World Women's Championship,9,True,"NWA World Women's Championship,",7.0,2.0
3441,KO-D Ten Man Tag Team Championship,118,True,"KO-D Ten Man Tag Team Championship,KO-D Eight Man Tag Team Championship,KO-D Ten Man Tag Team Championship,",8.0,1.0
2768,NEVER Openweight Six Man Tag Team Championship,7,True,"NEVER Openweight Six Man Tag Team Championship,",5.71,111.0
95,CMLL World Women's Championship,78,True,"CMLL World Women's Championship,",6.0,1.0
565,AAW Heavyweight Championship,264,True,"AAW Heavyweight Championship,",8.0,3.0
840,SSW Heavyweight Championship,204,True,"SSW Heavyweight Championship,",,
356,Anarchy Television Championship,54,False,"Anarchy Television Championship,NWA Anarchy Television Championship,",,
676,GCW Tag Team Championship,325,False,"GCW Tag Team Championship,",,
3085,New South Championship,1695,True,"New South Championship,",,
1169,WWA World Heavyweight Championship,123,True,"WWA World Heavyweight Championship,",,
5035,SPW Southeast Asian Championship,1139,True,"SPW Southeast Asian Championship,",9.0,1.0
2422,DDT King Of Dark Championship,118,False,"DDT King Of Dark Championship,",10.0,2.0
491,Mexican National Heavyweight Championship,78,True,"Mexican National Heavyweight Championship,",,
5821,NJPW World Television Championship,7,True,"NJPW World Television Championship,",8.0,1.0
61,WWE RAW Tag Team Championship,1,True,"WWE RAW Tag Team Championship,WWE Tag Team Championship,Unified WWE Tag Team Championship,WWE Tag Team Championship,",6.16,287.0
25,AJPW World Tag Team Championship,6,True,"AJPW World Tag Team Championship,",8.74,35.0
2739,IPW Women's   Championship,1468,False,"IPW Women's   Championship,IPW:UK Women's Championship,",,
1040,NWA Mid-America Heavyweight Championship,2811,False,"NWA Mid-America Heavyweight Championship,",,
1202,Distrito Federal Tag Team Championship,,True,"Distrito Federal Tag Team Championship,",,
575,SHIMMER Championship,90,False,"SHIMMER Championship,",9.18,22.0
656,WWF World Women's Tag Team Championship,1,False,"WWF World Women's Tag Team Championship,",6.14,7.0
2535,GWC Six Man Tag Team Championship,1413,False,"GWC Six Man Tag Team Championship,",,
6145,OPW Heavyweight    Championship,3635,True,"OPW Heavyweight    Championship,",,
756,NWA North American Tag Team  Championship,7,False,"NWA North American Tag Team  Championship,",,
4999,BWM Championship,3005,True,"BWM Championship,",,
120,ROH Pure Championship,4,True,"ROH Pure Championship,ROH Pure Wrestling Championship,",8.95,74.0
4603,Montreal World Heavyweight Championship,2173,False,"Montreal World Heavyweight Championship,",,
145,IWGP Heavyweight Championship,7,False,"IWGP Heavyweight Championship,",9.8,401.0
94,CMLL World Welterweight Championship,78,True,"CMLL World Welterweight Championship,",8.0,1.0
1865,NEVER Openweight Championship,7,True,"NEVER Openweight Championship,",8.28,128.0
91,CMLL World Heavyweight Championship,78,True,"CMLL World Heavyweight Championship,EMLL World Heavyweight Championship,",,
3182,EMW World Middleweight Championship,1753,True,"EMW World Middleweight Championship,",,
1134,AWA Americas Heavyweight Championship,41,False,"AWA Americas Heavyweight Championship,",,
708,ZERO1 World Heavyweight Championship,13,True,"ZERO1 World Heavyweight Championship,ZERO1-MAX World Heavyweight Championship,",7.33,12.0
403,Tenryu Project International Junior Heavyweight Championship,644,True,"Tenryu Project International Junior Heavyweight Championship,WAR International Junior Heavyweight Championship,J-Crown Championship,WAR International Junior Heavyweight Championship,",,
759,WCW United States Championship,1,False,"WCW United States Championship,WCW United States Heavyweight Championship,",7.81,47.0
4476,BJW Women's Championship,117,False,"BJW Women's Championship,",,
3102,WWE Universal Championship,1,True,"WWE Universal Championship,",3.54,278.0
141,GHC Hardcore Openweight Championship,8,False,"GHC Hardcore Openweight Championship,GHC Hardcore Openweight Tag Team Championship,GHC Hardcore Openweight Championship,",3.56,18.0
464,WEW Heavyweight Championship,2165,True,"WEW Heavyweight Championship,WEW World Heavyweight Championship,",4.5,2.0
357,Anarchy Tag Team Championship,54,False,"Anarchy Tag Team Championship,NWA Anarchy Tag Team Championship,",,
1272,ROH World Television Championship,4,True,"ROH World Television Championship,",7.62,71.0
181,Impact X-Division Championship,5,True,"Impact X-Division Championship,GFW X-Division Championship,Impact X-Division Championship,TNA X-Division Championship,NWA TNA X Championship,",8.32,189.0
343,AWA World Light Heavyweight Championship,41,False,"AWA World Light Heavyweight Championship,",0.0,1.0
461,BJW Death Match Heavyweight Championship,117,True,"BJW Death Match Heavyweight Championship,",9.15,34.0
5908,NWA World Women's Television Championship,9,True,"NWA World Women's Television Championship,",,
4382,IRON FIST Tag Team Championship,2649,True,"IRON FIST Tag Team Championship,",,
479,NWF Heavyweight   Championship,7,False,"NWF Heavyweight   Championship,NWF World Heavyweight Championship,",,
2715,PPW Tag Team    Championship,1526,True,"PPW Tag Team    Championship,",,
922,BJW World Junior Heavyweight Championship,117,False,"BJW World Junior Heavyweight Championship,",,
3057,AML Prestige Championship,1428,True,"AML Prestige Championship,",,
4588,Niigata Openweight Championship,2716,True,"Niigata Openweight Championship,",,
4661,FTW Championship,2287,True,"FTW Championship,",4.0,83.0
2299,FULL World Championship,939,False,"FULL World Championship,",,
4706,Lariato Pro Championship,2454,True,"Lariato Pro Championship,",,
140,GHC Heavyweight Championship,8,True,"GHC Heavyweight Championship,",9.35,138.0
69,WWA World Welterweight Championship,123,True,"WWA World Welterweight Championship,",,
5552,NWA United States Tag Team       Championship,9,True,"NWA United States Tag Team       Championship,",6.0,1.0
2391,MAX Maximo Championship,957,True,"MAX Maximo Championship,MAX Heavyweight Championship,",,
2518,Occidente Trios Championship,78,True,"Occidente Trios Championship,",,
82,ZERO1 International Junior Heavyweight Championship,13,True,"ZERO1 International Junior Heavyweight Championship,ZERO1-MAX International Junior Heavyweight Championship,AWA World Junior Heavyweight Championship,AWA/ZERO1-MAX/UPW/WORLD-1 Junior Heavyweight Championship,UPW/ZERO-ONE/WORLD-1 International Junior Heavyweight Championship,NWA/UPW/ZERO-ONE International Junior Heavyweight Championship,",5.67,6.0
1723,PROGRESS World Championship,903,True,"PROGRESS World Championship,PROGRESS Unified World Championship,PROGRESS World Championship,PROGRESS Championship,",8.96,53.0
20,WWE Championship,1,True,"WWE Championship,WWE World Championship,WWE Championship,WWE World Heavyweight Championship,WWE Heavyweight Championship,WWE Undisputed World Heavyweight Championship,WWF Undisputed World Heavyweight Championship,WWF World Heavyweight Championship,WWF Heavyweight Championship,WWWF Heavyweight Championship,WWWF World Heavyweight Championship,",9.0,663.0
557,Impact World Championship,5,True,"Impact World Championship,Impact Global Championship,GFW Impact World Heavyweight Championship,Impact World Heavyweight Championship,TNA World Heavyweight Championship,",7.26,197.0
1650,IWC World Heavyweight  Championship,642,False,"IWC World Heavyweight  Championship,",,
1029,CMLL Arena Coliseo Tag Team Championship,78,True,"CMLL Arena Coliseo Tag Team Championship,",1.0,1.0
528,Mexican National Middleweight Championship,122,True,"Mexican National Middleweight Championship,",,
149,WCW Cruiserweight Tag Team Championship,2,False,"WCW Cruiserweight Tag Team Championship,",4.14,36.0
1467,NWA Southeastern Heavyweight  Championship,726,False,"NWA Southeastern Heavyweight  Championship,NWA Smoky Mountain Heavyweight Championship,CWA World Heavyweight Championship,",,
5837,NWA Wildside Heavyweight Championship,15,False,"NWA Wildside Heavyweight Championship,NWA Georgia Heavyweight  Championship,MCW Georgia Heavyweight Championship,",,
4503,DDT Universal Championship,118,True,"DDT Universal Championship,",8.41,17.0
2998,SWA Undisputed World Women's Championship,701,True,"SWA Undisputed World Women's Championship,",5.43,14.0
4332,O-40 Championship,118,True,"O-40 Championship,",7.0,2.0
153,NWA Florida Heavyweight Championship,437,False,"NWA Florida Heavyweight Championship,",,
1955,AAA Fusion Championship,122,False,"AAA Fusion Championship,",,
2826,NWA United States Tag Team   Championship,499,False,"NWA United States Tag Team   Championship,",,
495,Mexican National Light Heavyweight Championship,78,True,"Mexican National Light Heavyweight Championship,",,
2520,International Heavyweight Championship,535,False,"International Heavyweight Championship,",,
4214,TNT World Championship,1530,True,"TNT World Championship,",,
391,STRONGEST-K Tag Team Championship,137,False,"STRONGEST-K Tag Team Championship,",,
5311,WWF World Martial Arts Heavyweight Championship,7,False,"WWF World Martial Arts Heavyweight Championship,",3.0,1.0
1,ECW Heavyweight   Championship,1,False,"ECW Heavyweight   Championship,ECW World Heavyweight  Championship,",6.07,206.0
5220,IWR United States Championship,1633,True,"IWR United States Championship,",,
22,NWA Mid-America Television Championship,2811,False,"NWA Mid-America Television Championship,CWA Television    Championship,",4.0,1.0
3400,IWGP United States Heavyweight Championship,7,True,"IWGP United States Heavyweight Championship,",7.31,110.0
3656,Smash Tag Team Championship,992,True,"Smash Tag Team Championship,",,
1250,PWR World Women's Championship,368,True,"PWR World Women's Championship,PWR Women's Championship,",,
522,Mexican National Lightweight Championship,78,True,"Mexican National Lightweight Championship,",,
2598,British Empire Women's Championship,1342,True,"British Empire Women's Championship,",,
3426,Kyushu Pro Tag Team Championship,676,True,"Kyushu Pro Tag Team Championship,",,
3694,WrestlePro Silver Championship,1654,True,"WrestlePro Silver Championship,",,
2224,Union Pro MAX Championship,2649,True,"Union Pro MAX Championship,",,
5224,AEW TBS Championship,2287,True,"AEW TBS Championship,",4.33,73.0
3320,PWR Scramble Championship,1779,False,"PWR Scramble Championship,",,
870,UWN Heritage Championship,2870,True,"UWN Heritage Championship,CWFH Heritage Heavyweight Championship,NWA Heritage Championship,",,
5497,NJPW STRONG Openweight Tag Team Championship,7,True,"NJPW STRONG Openweight Tag Team Championship,",8.0,3.0
1995,ECW Pennsylvania Heavyweight Championship,3,False,"ECW Pennsylvania Heavyweight Championship,",3.0,2.0
3754,MLW World Middleweight Championship,22,True,"MLW World Middleweight Championship,MLW Middleweight Championship,",7.88,8.0
5649,CMLL World Micro Championship,78,True,"CMLL World Micro Championship,",,
758,WCW World Cruiserweight Championship,2,False,"WCW World Cruiserweight Championship,",9.04,48.0
200,World Class World Light Heavyweight Championship,62,False,"World Class World Light Heavyweight Championship,",,
3797,GCW Tag Team   Championship,710,True,"GCW Tag Team   Championship,JCW Tag Team  Championship,",6.0,3.0
1629,REINA World Tag Team Championship,752,False,"REINA World Tag Team Championship,REINA X World Tag Team Championship,CMLL-REINA Tag Team Championship,",,
4578,AEW TNT Championship,2287,True,"AEW TNT Championship,",6.71,144.0
222,MPW Tohoku Junior Heavyweight Championship,82,True,"MPW Tohoku Junior Heavyweight Championship,",,
3872,Synergy Championship,2015,False,"Synergy Championship,",,
224,MLW World Heavyweight Championship,22,True,"MLW World Heavyweight Championship,",7.47,19.0
2540,AML Championship,1428,True,"AML Championship,",,
5072,Horror Slam Undeniable Championship,2544,True,"Horror Slam Undeniable Championship,",,
1561,UWN Television Championship,2870,True,"UWN Television Championship,CWFH International Television Championship,NWA International Television Championship,",,
988,NWA Southern Heavyweight Championship,2880,False,"NWA Southern Heavyweight Championship,NWA Florida Southern Heavyweight Championship,",,
138,NWA World Middleweight Championship,78,False,"NWA World Middleweight Championship,",,
2059,wXw Shotgun Championship,35,True,"wXw Shotgun Championship,",7.44,16.0
4805,PWF United States Heavyweight  Championship,6,False,"PWF United States Heavyweight  Championship,United States Heavyweight  Championship,",,
470,WEW Hardcore Championship,242,False,"WEW Hardcore Championship,",,
3181,Phoenix Of RISE Championship,1876,True,"Phoenix Of RISE Championship,",,
1171,WWA World Lightweight Championship,123,False,"WWA World Lightweight Championship,",,
54,AWA World Heavyweight Championship,41,False,"AWA World Heavyweight Championship,",7.95,20.0
62,WWE United States Championship,1,True,"WWE United States Championship,",7.07,343.0
4066,WWE Women's Tag Team Championship,1,True,"WWE Women's Tag Team Championship,",3.72,112.0
103,AAA World Mixed Tag Team Championship,122,True,"AAA World Mixed Tag Team Championship,",,
493,UWA World Heavyweight Championship,68,True,"UWA World Heavyweight Championship,",,
88,BCW Heavyweight   Championship,85,True,"BCW Heavyweight   Championship,BCW Can-Am Heavyweight Championship,",,
15,WWF Light Heavyweight Championship,1,False,"WWF Light Heavyweight Championship,J-Crown Championship,WWF Light Heavyweight Championship,",4.8,59.0
3796,GCW World Championship,710,True,"GCW World Championship,JCW Heavyweight  Championship,",9.33,15.0
1028,CMLL World Trios Championship,78,True,"CMLL World Trios Championship,",,
3579,RevPro Undisputed British Women's Championship,962,True,"RevPro Undisputed British Women's Championship,RevPro British Women's Championship,",5.0,1.0
1201,Occidente Middleweight Championship,78,True,"Occidente Middleweight Championship,Jalisco Middleweight Championship,",,
757,ECW World Heavyweight Championship,3,False,"ECW World Heavyweight Championship,ECW Heavyweight Championship,",9.07,68.0
4804,AJPW TV Six Man Tag Team Championship,6,True,"AJPW TV Six Man Tag Team Championship,",,
3373,PROGRESS Women's Championship,903,True,"PROGRESS Women's Championship,",7.6,5.0
1172,WWA World Tag Team  Championship,123,True,"WWA World Tag Team  Championship,",,
3250,J1 Heavyweight Championship,161,False,"J1 Heavyweight Championship,",,
4685,NJPW King Of Pro-Wrestling Championship,7,True,"NJPW King Of Pro-Wrestling Championship,",2.96,80.0
87,WCW Hardcore Championship,2,False,"WCW Hardcore Championship,",2.68,50.0
3967,WWWF United States Heavyweight Championship,1,False,"WWWF United States Heavyweight Championship,",1.0,1.0
783,UWA World Tag Team Championship,137,True,"UWA World Tag Team Championship,",,
1333,High Speed Championship,745,True,"High Speed Championship,NEO High Speed Championship,",8.26,34.0
477,UWA World Junior Light Heavyweight Championship,82,False,"UWA World Junior Light Heavyweight Championship,J-Crown Championship,UWA World Junior Light Heavyweight Championship,",,
4606,RCW Women's    Championship,1135,True,"RCW Women's    Championship,RCW Angels Division Championship,",,
5,AAA World Tag Team Championship,122,True,"AAA World Tag Team Championship,",8.0,1.0
2962,Ryuo Championship,1228,True,"Ryuo Championship,",,
3296,NWA World Six Man Tag Team Championship,9,False,"NWA World Six Man Tag Team Championship,",,
367,NWA North American Heavyweight Championship,9,False,"NWA North American Heavyweight Championship,",,
1155,WWA World Junior Light Heavyweight Championship,123,True,"WWA World Junior Light Heavyweight Championship,J-Crown Championship,WWA World Junior Light Heavyweight Championship,",,
396,UWA World Middleweight Championship,137,True,"UWA World Middleweight Championship,",,
1968,EVOLVE Championship,601,False,"EVOLVE Championship,",8.89,36.0
3819,WWE NXT UK Women's Championship,1,False,"WWE NXT UK Women's Championship,WWE NXT UK  Championship,WWE NXT UK Women's Championship,",8.39,33.0
404,Tenryu Project International Junior Heavyweight Tag Team Championship,644,True,"Tenryu Project International Junior Heavyweight Tag Team Championship,WAR International Junior Heavyweight Tag Team Championship,",,
1577,World Of Stardom Championship,745,True,"World Of Stardom Championship,",9.58,67.0
264,UWF Tag Team Championship,64,False,"UWF Tag Team Championship,Mid-South Tag Team Championship,",,
